timestamp,gender,benefits,location,work_arrangement,employee_count ,position,level,experience,lang_tool,salary_currency,salary
2/1/2023 2:28:49,male,"Meal card, Supplementary health insurance, Leaandon certain days",Turkey,Remote,51-150,Backend Developer / Engineer,Junior,1-3 Years,Java and related frameworks,TRY,25.001 - 30.000
2/1/2023 2:35:46,male,Meal card,Turkey,Remote,1-50,Backend Developer / Engineer,Junior,0-1 Years,"Python / R, SQL",TRY,10.001 - 15.000
2/1/2023 2:35:59,male,"Meal card, Company telephone, Supplementary health insurance",Turkey,Remote,10.000 and Older,Backend Developer / Engineer,Mid,3-5 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks, C, C++, Golang, SQL, NoSQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,37.001 - 45.000
2/1/2023 2:41:31,male,"Meal card, Food aid, Education funds, Supplementary health insurance, Leaandon certain days, Medical leave",Turkey,Remote,1-50,Backend Developer / Engineer,Mid,3-5 Years,"C# / .NET Framework, Cloud tools ( AWS, Azure, GCP etc), SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,25.001 - 30.000
2/1/2023 2:57:20,male,"Meal card, Road/fuel assistance, Gym membership/discount, Company telephone, Supplementary health insurance, Leaandon certain days, Life insurance",Turkey,Hybrid,5.000-10.000,Backend Developer / Engineer,Mid,3-5 Years,"Java and related frameworks, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Kubernetes",TRY,45.001 - 55.000
2/1/2023 3:02:22,female,,Abroad,Remote,1-50,Backend Developer / Engineer,Junior,1-3 Years,"SQL, DevOps tools, MS Office",TRY,10.001 - 15.000
2/1/2023 3:54:58,male,"Meal card, Road/fuel assistance, Supplementary health insurance, Leaandon certain days, Retirement planning services",Abroad,Office,601-1.000,Backend Developer / Engineer,Junior,0-1 Years,"Python / R, Golang",USD,160.001 - 200.000
2/1/2023 4:40:05,male,"Meal card, Gift vouchers on special occasions, Supplementary health insurance, Leaandon certain days, Medical leave",Turkey,Remote,601-1.000,Backend Developer / Engineer,Senior,3-5 Years,"Javascript / Typescript and  related frameworks, NoSQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,30.001 - 37.000
2/1/2023 5:20:08,male,"Meal card, Life insurance",Turkey,Remote,1-50,Backend Developer / Engineer,Mid,5-9 Years,"Javascript / Typescript and  related frameworks, Golang, SQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman",TRY,20.001 - 25.000
2/1/2023 5:40:43,male,"Education funds, Employee stock options, Leaandon certain days, Medical leave",Abroad,Remote,1-50,Backend Developer / Engineer,Senior,12 Years and Older,"PHP, Cloud tools ( AWS, Azure, GCP etc), SQL, NoSQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Linux",TRY,18.001 - 20.000
2/1/2023 6:20:47,male,"Meal card, Road/fuel assistance, Company telephone, Supplementary health insurance, Leaandon certain days",Turkey,Hybrid,5.000-10.000,Backend Developer / Engineer,Senior,5-9 Years,"Java and related frameworks, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,45.001 - 55.000
2/1/2023 6:24:26,male,"Meal card, Road/fuel assistance, Gym membership/discount, Gift vouchers on special occasions, Company telephone, Supplementary health insurance, Employee stock options, Leaandon certain days, Life insurance",Turkey,Hybrid,51-150,Backend Developer / Engineer,Mid,3-5 Years,"Java and related frameworks, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Kubernetes, Linux",TRY,30.001 - 37.000
2/1/2023 6:25:30,male,"Meal card, Supplementary health insurance",Turkey,Hybrid,1.000-5.000,Backend Developer / Engineer,Junior,1-3 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,30.001 - 37.000
2/1/2023 7:14:01,male,"Meal card, Road/fuel assistance, Gift vouchers on special occasions, Education funds, Supplementary health insurance, Medical leave",Turkey,Remote,10.000 and Older,Backend Developer / Engineer,Junior,1-3 Years,"C# / .NET Framework, Cloud tools ( AWS, Azure, GCP etc), SQL, NoSQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, MS Office",USD,20.001 - 25.000
2/1/2023 7:14:42,male,"Meal card, Road/fuel assistance, Supplementary health insurance, Leaandon certain days",Turkey,Office,301-600,Backend Developer / Engineer,Junior,1-3 Years,Java and related frameworks,TRY,25.001 - 30.000
2/1/2023 7:38:33,female,"Meal card, Road/fuel assistance, Company telephone, Supplementary health insurance, Leaandon certain days",Turkey,Hybrid,1.000-5.000,Backend Developer / Engineer,Mid,3-5 Years,Java and related frameworks,TRY,30.001 - 37.000
2/1/2023 7:43:20,male,Meal card,Turkey,Hybrid,1-50,Backend Developer / Engineer,Junior,0-1 Years,"C# / .NET Framework, Docker / containerd / Hyper-V / LXC / Podman",TRY,"5.001 - 8.506,80"
2/1/2023 7:57:59,male,"Meal card, Education funds, Supplementary health insurance",Turkey,Remote,601-1.000,Backend Developer / Engineer,Senior,5-9 Years,C# / .NET Framework,TRY,37.001 - 45.000
2/1/2023 8:08:50,male,"Education funds, Supplementary health insurance, Employee stock options",Abroad,Remote,301-600,Backend Developer / Engineer,Senior,12 Years and Older,Python / R,USD,85.001 - 100.000
2/1/2023 8:13:45,male,"Meal card, Supplementary health insurance, Leaandon certain days",Turkey,Remote,51-150,Backend Developer / Engineer,Mid,3-5 Years,C# / .NET Framework,TRY,25.001 - 30.000
2/1/2023 8:22:09,male,Meal card,Turkey,Office,1-50,Backend Developer / Engineer,Junior,0-1 Years,Javascript / Typescript and  related frameworks,TRY,10.001 - 15.000
2/1/2023 8:23:00,male,"Meal card, Supplementary health insurance",Turkey,Remote,301-600,Backend Developer / Engineer,Senior,1-3 Years,"Java and related frameworks, DevOps tools, No-code / Low-code tools, Linux",TRY,25.001 - 30.000
2/1/2023 8:32:05,male,"Meal card, Education funds, Supplementary health insurance, Leaandon certain days",Turkey,Remote,1.000-5.000,Backend Developer / Engineer,Senior,5-9 Years,C# / .NET Framework,TRY,55.001 - 70.000
2/1/2023 8:38:59,male,Supplementary health insurance,Turkey,Office,1.000-5.000,Backend Developer / Engineer,Mid,3-5 Years,"Javascript / Typescript and  related frameworks, PHP, Python / R, SQL, No-code / Low-code tools, Linux, MS Office",TRY,20.001 - 25.000
2/1/2023 8:43:50,male,"Meal card, Supplementary health insurance",Turkey,Hybrid,1-50,Backend Developer / Engineer,Senior,12 Years and Older,"PHP, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Linux",TRY,20.001 - 25.000
2/1/2023 8:47:01,male,,Turkey,Hybrid,151-300,Backend Developer / Engineer,Junior,1-3 Years,"Python / R, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,0-5.000
2/1/2023 9:02:57,male,,Abroad,Remote,601-1.000,Backend Developer / Engineer,Mid,3-5 Years,"Python / R, Golang, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman",USD,55.001 - 70.000
2/1/2023 9:05:23,male,Meal card,Turkey,Office,1-50,Backend Developer / Engineer,Junior,0-1 Years,"Javascript / Typescript and  related frameworks, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Linux",TRY,8.507 - 10.000
2/1/2023 9:10:41,female,"Meal card, Gym membership/discount, Company telephone, Food aid, Education funds, Supplementary health insurance, Employee stock options, Retirement planning services",Turkey,Hybrid,601-1.000,Backend Developer / Engineer,Mid,5-9 Years,"C# / .NET Framework, Python / R, Cloud tools ( AWS, Azure, GCP etc), DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,30.001 - 37.000
2/1/2023 9:17:50,male,"Meal card, Supplementary health insurance",Turkey,Remote,1.000-5.000,Backend Developer / Engineer,Mid,3-5 Years,"C# / .NET Framework, Java and related frameworks, SQL",TRY,25.001 - 30.000
2/1/2023 9:28:28,male,"Meal card, Supplementary health insurance, Employee stock options, Leaandon certain days",Turkey,Remote,51-150,Backend Developer / Engineer,Senior,5-9 Years,Python / R,TRY,25.001 - 30.000
2/1/2023 9:28:36,male,"Meal card, Supplementary health insurance, Leaandon certain days",Turkey,Remote,1-50,Backend Developer / Engineer,Mid,5-9 Years,"C# / .NET Framework, SQL, MS Office",TRY,20.001 - 25.000
2/1/2023 9:29:06,male,,Turkey,Office,1-50,Backend Developer / Engineer,Senior,12 Years and Older,"C# / .NET Framework, Javascript / Typescript and  related frameworks, SQL",TRY,30.001 - 37.000
2/1/2023 9:30:18,female,"Meal card, Road/fuel assistance, Supplementary health insurance",Turkey,Office,1-50,Backend Developer / Engineer,Junior,0-1 Years,Java and related frameworks,TRY,8.507 - 10.000
2/1/2023 9:34:43,male,"Meal card, Education funds, Supplementary health insurance, Leaandon certain days",Turkey,Remote,301-600,Backend Developer / Engineer,Senior,3-5 Years,"C# / .NET Framework, SQL, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes",TRY,45.001 - 55.000
2/1/2023 9:36:51,male,"Meal card, Gift vouchers on special occasions, Supplementary health insurance, Workers compensation",Turkey,Remote,51-150,Backend Developer / Engineer,Mid,3-5 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,30.001 - 37.000
2/1/2023 9:43:08,male,,Turkey,Remote,1-50,Backend Developer / Engineer,Mid,5-9 Years,C# / .NET Framework,TRY,20.001 - 25.000
2/1/2023 9:48:27,male,"Meal card, Gift vouchers on special occasions, Company telephone, Leaandon certain days, Medical leave",Turkey,Remote,301-600,Backend Developer / Engineer,Junior,0-1 Years,"Java and related frameworks, SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,20.001 - 25.000
2/1/2023 9:49:19,male,"Meal card, Supplementary health insurance",Turkey,Remote,1-50,Backend Developer / Engineer,Senior,5-9 Years,"C# / .NET Framework, Cloud tools ( AWS, Azure, GCP etc), SQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman",TRY,37.001 - 45.000
2/1/2023 9:51:22,male,"Meal card, Road/fuel assistance, Leaandon certain days",Turkey,Hybrid,1.000-5.000,Backend Developer / Engineer,Junior,0-1 Years,"Java and related frameworks, SQL, NoSQL",TRY,8.507 - 10.000
2/1/2023 9:54:46,male,"Meal card, Education funds, Supplementary health insurance, Leaandon certain days, Medical leave",Turkey,Office,1-50,Backend Developer / Engineer,Junior,0-1 Years,"Golang, SQL, NoSQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,10.001 - 15.000
2/1/2023 9:54:47,male,"Meal card, Education funds, Supplementary health insurance",Turkey,Remote,5.000-10.000,Backend Developer / Engineer,Mid,9-12 Years,C# / .NET Framework,TRY,37.001 - 45.000
2/1/2023 9:57:13,male,Meal card,Turkey,Remote,51-150,Backend Developer / Engineer,Senior,12 Years and Older,C# / .NET Framework,TRY,45.001 - 55.000
2/1/2023 9:57:14,male,"Meal card, Road/fuel assistance, Supplementary health insurance, Retirement planning services",Turkey,Hybrid,51-150,Backend Developer / Engineer,Mid,1-3 Years,"Java and related frameworks, Docker / containerd / Hyper-V / LXC / Podman",TRY,37.001 - 45.000
2/1/2023 9:57:23,male,"Meal card, Road/fuel assistance, Company telephone, Supplementary health insurance, Life insurance, Workers compensation",Turkey,Remote,1.000-5.000,Backend Developer / Engineer,Junior,1-3 Years,"Java and related frameworks, Kotlin, Golang, Cloud tools ( AWS, Azure, GCP etc), SQL, NoSQL, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes",TRY,37.001 - 45.000
2/1/2023 9:58:17,male,"Meal card, Road/fuel assistance, Supplementary health insurance, Leaandon certain days",Turkey,Hybrid,301-600,Backend Developer / Engineer,Senior,5-9 Years,"Java and related frameworks, SQL, DevOps tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,45.001 - 55.000
2/1/2023 9:59:43,male,"Meal card, Education funds, Supplementary health insurance",Turkey,Remote,1.000-5.000,Backend Developer / Engineer,Senior,5-9 Years,"C# / .NET Framework, SQL, NoSQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,45.001 - 55.000
2/1/2023 10:00:20,male,"Company vehicle, Company telephone, Medical leave",Turkey,Office,301-600,Backend Developer / Engineer,Senior,12 Years and Older,"PHP, Cloud tools ( AWS, Azure, GCP etc), SQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Linux",TRY,30.001 - 37.000
2/1/2023 10:02:29,male,Meal card,Turkey,Office,1-50,Backend Developer / Engineer,Junior,0-1 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, Jira / Asana / Trello / Bitrix24 and  similar PM tools, MS Office",TRY,15.001 - 18.000
2/1/2023 10:04:53,male,"Meal card, Gift vouchers on special occasions, Education funds, Supplementary health insurance, Leaandon certain days",Turkey,Remote,51-150,Backend Developer / Engineer,Mid,5-9 Years,Java and related frameworks,USD,30.001 - 37.000
2/1/2023 10:05:09,male,,Turkey,Remote,51-150,Backend Developer / Engineer,Mid,3-5 Years,Java and related frameworks,USD,70.001 - 85.000
2/1/2023 10:12:27,male,"Supplementary health insurance, Employee stock options, Retirement planning services, Medical leave",Abroad,Remote,1.000-5.000,Backend Developer / Engineer,Mid,1-3 Years,"Ruby, SQL",USD,30.001 - 37.000
2/1/2023 10:12:37,male,"Meal card, Road/fuel assistance",Turkey,Office,1-50,Backend Developer / Engineer,Junior,1-3 Years,"C# / .NET Framework, C, C++",TRY,10.001 - 15.000
2/1/2023 10:13:43,male,"Meal card, Supplementary health insurance",Turkey,Hybrid,151-300,Backend Developer / Engineer,Mid,3-5 Years,C# / .NET Framework,TRY,30.001 - 37.000
2/1/2023 10:15:28,female,,Turkey,Remote,1-50,Backend Developer / Engineer,Junior,0-1 Years,C# / .NET Framework,TRY,8.507 - 10.000
2/1/2023 10:15:42,female,"Meal card, Road/fuel assistance, Education funds, Supplementary health insurance, Leaandon certain days",Turkey,Hybrid,151-300,Backend Developer / Engineer,Mid,1-3 Years,Java and related frameworks,TRY,30.001 - 37.000
2/1/2023 10:19:20,male,"Meal card, Road/fuel assistance, Company vehicle, Company telephone, Supplementary health insurance, Retirement planning services",Turkey,Hybrid,301-600,Backend Developer / Engineer,Senior,12 Years and Older,"Java and related frameworks, Javascript / Typescript and  related frameworks, SQL, NoSQL, DevOps tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes",TRY,45.001 - 55.000
2/1/2023 10:20:47,male,"Meal card, Supplementary health insurance",Turkey,Remote,1-50,Backend Developer / Engineer,Mid,1-3 Years,Python / R,TRY,10.001 - 15.000
2/1/2023 10:21:10,male,Meal card,Abroad,Remote,1-50,Backend Developer / Engineer,Mid,3-5 Years,"C# / .NET Framework, NoSQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",TRY,20.001 - 25.000
2/1/2023 10:24:41,female,"Meal card, Gym membership/discount, Company telephone, Education funds, Life insurance, Retirement planning services",Turkey,Hybrid,5.000-10.000,Backend Developer / Engineer,Mid,1-3 Years,C# / .NET Framework,TRY,30.001 - 37.000
2/1/2023 10:24:49,female,"Meal card, Supplementary health insurance, Leaandon certain days",Turkey,Remote,10.000 and Older,Backend Developer / Engineer,Junior,1-3 Years,"Java and related frameworks, SQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, MS Office",TRY,25.001 - 30.000
2/1/2023 10:29:19,male,"Meal card, Leaandon certain days",Turkey,Remote,601-1.000,Backend Developer / Engineer,Mid,3-5 Years,Java and related frameworks,TRY,37.001 - 45.000
2/1/2023 10:30:47,male,"Meal card, Supplementary health insurance",Turkey,Remote,301-600,Backend Developer / Engineer,Junior,1-3 Years,C# / .NET Framework,TRY,20.001 - 25.000
2/1/2023 10:31:55,male,"Meal card, Road/fuel assistance, Supplementary health insurance, Life insurance, Retirement planning services",Turkey,Remote,1.000-5.000,Backend Developer / Engineer,Mid,1-3 Years,Java and related frameworks,TRY,37.001 - 45.000
2/1/2023 10:35:46,male,"Meal card, Road/fuel assistance, Gym membership/discount, Gift vouchers on special occasions, Company telephone, Leaandon certain days, Life insurance",Turkey,Hybrid,5.000-10.000,Backend Developer / Engineer,Senior,5-9 Years,C# / .NET Framework,TRY,45.001 - 55.000
2/1/2023 10:41:24,male,"Food aid, Education funds, Leaandon certain days",Turkey,Remote,1-50,Backend Developer / Engineer,Mid,5-9 Years,"Python / R, SQL, NoSQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman",TRY,20.001 - 25.000
2/1/2023 10:45:06,male,"Meal card, Gym membership/discount, Education funds, Supplementary health insurance, Leaandon certain days, Life insurance, Retirement planning services, Workers compensation, Medical leave",Turkey,Hybrid,1.000-5.000,Backend Developer / Engineer,Senior,3-5 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks, SQL, NoSQL, DevOps tools",TRY,37.001 - 45.000
2/1/2023 10:51:10,female,"Meal card, Supplementary health insurance, Leaandon certain days",Turkey,Remote,51-150,Backend Developer / Engineer,Junior,1-3 Years,"Python / R, SQL, Linux",TRY,8.507 - 10.000
2/1/2023 10:52:00,male,"Meal card, Supplementary health insurance, Workers compensation",Turkey,Remote,51-150,Backend Developer / Engineer,Senior,12 Years and Older,PHP,TRY,20.001 - 25.000
2/1/2023 10:57:30,female,"Meal card, Supplementary health insurance",Turkey,Remote,5.000-10.000,Backend Developer / Engineer,Junior,1-3 Years,Java and related frameworks,TRY,20.001 - 25.000
2/1/2023 10:59:20,male,"Meal card, Gift vouchers on special occasions, Education funds, Supplementary health insurance, Employee stock options, Leaandon certain days, Medical leave",Turkey,Remote,10.000 and Older,Backend Developer / Engineer,Senior,5-9 Years,"C# / .NET Framework, Golang, Cloud tools ( AWS, Azure, GCP etc), SQL, NoSQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,70.001 - 85.000
2/1/2023 11:05:05,male,,Turkey,Hybrid,1-50,Backend Developer / Engineer,Junior,0-1 Years,"Javascript / Typescript and  related frameworks, Python / R, Cloud tools ( AWS, Azure, GCP etc), DevOps tools, MS Office",TRY,"5.001 - 8.506,80"
2/1/2023 11:05:11,male,"Meal card, Road/fuel assistance, Company telephone, Medical leave",Turkey,Hybrid,151-300,Backend Developer / Engineer,Mid,5-9 Years,"C# / .NET Framework, Java and related frameworks, PHP, Cloud tools ( AWS, Azure, GCP etc), SQL",TRY,45.001 - 55.000
2/1/2023 11:11:27,female,"Leaandon certain days",Turkey,Office,1-50,Backend Developer / Engineer,Junior,0-1 Years,"C# / .NET Framework, SQL",TRY,"5.001 - 8.506,80"
2/1/2023 11:12:23,male,,Abroad,Remote,51-150,Backend Developer / Engineer,Mid,3-5 Years,"Rust, Linux",EUR,70.001 - 85.000
2/1/2023 11:13:47,male,,Abroad,Remote,1-50,Backend Developer / Engineer,Senior,3-5 Years,"Javascript / Typescript and  related frameworks, SQL",USD,45.001 - 55.000
2/1/2023 11:15:08,male,"Meal card, Gym membership/discount, Company telephone, Leaandon certain days, Workers compensation",Turkey,Hybrid,1-50,Backend Developer / Engineer,Mid,1-3 Years,"C# / .NET Framework, Cloud tools ( AWS, Azure, GCP etc), SQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, MS Office",TRY,20.001 - 25.000
2/1/2023 11:15:12,male,"Meal card, Life insurance",Turkey,Remote,1-50,Backend Developer / Engineer,Mid,1-3 Years,"Python / R, Golang, Cloud tools ( AWS, Azure, GCP etc), DevOps tools, Docker / containerd / Hyper-V / LXC / Podman, Linux",TRY,25.001 - 30.000
2/1/2023 11:15:28,male,"Meal card, Gift vouchers on special occasions, Employee stock options, Leaandon certain days",Turkey,Remote,1-50,Backend Developer / Engineer,Junior,1-3 Years,"Golang, SQL",TRY,18.001 - 20.000
2/1/2023 11:15:58,male,"Meal card, Road/fuel assistance, Education funds, Supplementary health insurance",Turkey,Hybrid,151-300,Backend Developer / Engineer,Mid,3-5 Years,Java and related frameworks,TRY,20.001 - 25.000
2/1/2023 11:25:35,male,"Meal card, Supplementary health insurance",Turkey,Remote,10.000 and Older,Backend Developer / Engineer,Mid,1-3 Years,"Javascript / Typescript and  related frameworks, Golang, Cloud tools ( AWS, Azure, GCP etc), NoSQL",TRY,37.001 - 45.000
2/1/2023 11:26:22,male,"Leaandon certain days, Medical leave",Abroad,Remote,51-150,Backend Developer / Engineer,Junior,0-1 Years,Java and related frameworks,USD,37.001 - 45.000
2/1/2023 11:32:00,male,"Meal card, Gift vouchers on special occasions",Turkey,Remote,51-150,Backend Developer / Engineer,Senior,3-5 Years,Javascript / Typescript and  related frameworks,TRY,37.001 - 45.000
2/1/2023 11:33:29,male,,Turkey,Hybrid,51-150,Backend Developer / Engineer,Junior,1-3 Years,"C# / .NET Framework, Javascript / Typescript and  related frameworks, Python / R, SQL, NoSQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Linux",TRY,18.001 - 20.000
2/1/2023 11:39:34,male,"Meal card, Supplementary health insurance, Leaandon certain days",Turkey,Remote,301-600,Backend Developer / Engineer,Mid,3-5 Years,Python / R,TRY,37.001 - 45.000
2/1/2023 11:39:44,female,"Meal card, Company telephone, Supplementary health insurance, Leaandon certain days",Turkey,Hybrid,1.000-5.000,Backend Developer / Engineer,Mid,3-5 Years,C# / .NET Framework,TRY,25.001 - 30.000
2/1/2023 11:51:58,male,"Leaandon certain days",Abroad,Remote,1-50,Backend Developer / Engineer,Senior,5-9 Years,"PHP, Linux",EUR,45.001 - 55.000
2/1/2023 11:52:41,male,,Abroad,Hybrid,1-50,Backend Developer / Engineer,Senior,12 Years and Older,C# / .NET Framework,EUR,100.001 - 130.000
2/1/2023 11:53:01,male,"Gym membership/discount, Supplementary health insurance, Employee stock options, Leaandon certain days, Life insurance, Retirement planning services, Unemployment insurance, Disability insurance, Workers compensation, Medical leave",Abroad,Remote,601-1.000,Backend Developer / Engineer,Senior,3-5 Years,"Javascript / Typescript and  related frameworks, C, C++",EUR,130.001 - 160.000
2/1/2023 11:59:50,male,Meal card,Turkey,Remote,301-600,Backend Developer / Engineer,Senior,5-9 Years,Java and related frameworks,TRY,45.001 - 55.000
2/1/2023 12:02:16,male,Supplementary health insurance,Abroad,Remote,1-50,Backend Developer / Engineer,Senior,5-9 Years,Javascript / Typescript and  related frameworks,TRY,45.001 - 55.000
2/1/2023 12:05:53,male,"Meal card, Education funds, Supplementary health insurance",Turkey,Remote,51-150,Backend Developer / Engineer,Junior,1-3 Years,Java and related frameworks,TRY,30.001 - 37.000
2/1/2023 12:19:17,male,"Meal card, Gym membership/discount, Company telephone, Education funds, Employee stock options, Life insurance, Retirement planning services, Unemployment insurance, Disability insurance, Medical leave",Abroad,Hybrid,10.000 and Older,Backend Developer / Engineer,Mid,3-5 Years,"Python / R, Golang",EUR,160.001 - 200.000
2/1/2023 12:39:06,male,"Meal card, Company telephone, Leaandon certain days, Life insurance, Workers compensation, Medical leave",Turkey,Remote,5.000-10.000,Backend Developer / Engineer,Senior,3-5 Years,"Java and related frameworks, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,37.001 - 45.000
2/1/2023 12:41:57,male,"Meal card, Road/fuel assistance, Gym membership/discount, Company telephone, Supplementary health insurance",Turkey,Office,51-150,Backend Developer / Engineer,Junior,0-1 Years,"Javascript / Typescript and  related frameworks, NoSQL",TRY,18.001 - 20.000
2/1/2023 12:42:20,male,,Turkey,Hybrid,1-50,Backend Developer / Engineer,Senior,12 Years and Older,Java and related frameworks,TRY,37.001 - 45.000
2/1/2023 12:43:42,male,"Gift vouchers on special occasions, Food aid, Supplementary health insurance, Leaandon certain days, Medical leave",Turkey,Office,151-300,Backend Developer / Engineer,Senior,12 Years and Older,"Javascript / Typescript and  related frameworks, PHP, SQL, NoSQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Linux",TRY,37.001 - 45.000
2/1/2023 12:45:43,male,"Meal card, Leaandon certain days",Turkey,Remote,51-150,Backend Developer / Engineer,Junior,0-1 Years,"Python / R, Golang",TRY,15.001 - 18.000
2/1/2023 12:54:48,male,"Meal card, Supplementary health insurance, Leaandon certain days",Turkey,Remote,151-300,Backend Developer / Engineer,Mid,1-3 Years,"C# / .NET Framework, SQL, NoSQL",TRY,20.001 - 25.000
2/1/2023 13:00:09,male,"Meal card, Road/fuel assistance, Company telephone, Supplementary health insurance, Retirement planning services",Turkey,Remote,601-1.000,Backend Developer / Engineer,Mid,5-9 Years,"Java and related frameworks, Javascript / Typescript and  related frameworks, SQL",TRY,25.001 - 30.000
2/1/2023 13:06:04,male,"Meal card, Supplementary health insurance",Turkey,Remote,151-300,Backend Developer / Engineer,Mid,3-5 Years,C# / .NET Framework,TRY,20.001 - 25.000
2/1/2023 13:10:17,male,"Gym membership/discount, Gift vouchers on special occasions, Supplementary health insurance",Abroad,Remote,10.000 and Older,Backend Developer / Engineer,Senior,5-9 Years,"Java and related frameworks, Kotlin, SQL, NoSQL, Jira / Asana / Trello / Bitrix24 and  similar PM tools",EUR,70.001 - 85.000
2/1/2023 13:15:29,female,Meal card,Turkey,Remote,151-300,Backend Developer / Engineer,Senior,5-9 Years,Java and related frameworks,TRY,37.001 - 45.000
2/1/2023 13:20:52,male,"Meal card, Road/fuel assistance",Turkey,Hybrid,1-50,Backend Developer / Engineer,Junior,0-1 Years,"C# / .NET Framework, Python / R",TRY,10.001 - 15.000
2/1/2023 13:33:47,male,Meal card,Turkey,Remote,51-150,Backend Developer / Engineer,Mid,1-3 Years,Javascript / Typescript and  related frameworks,TRY,18.001 - 20.000
2/1/2023 13:35:24,male,"Supplementary health insurance, Workers compensation",Turkey,Remote,1-50,Backend Developer / Engineer,Senior,5-9 Years,PHP,TRY,45.001 - 55.000
2/1/2023 13:38:14,male,"Meal card, Gift vouchers on special occasions, Education funds, Supplementary health insurance, Leaandon certain days, Life insurance, Workers compensation",Turkey,Remote,51-150,Backend Developer / Engineer,Senior,9-12 Years,"PHP, Golang, Cloud tools ( AWS, Azure, GCP etc), SQL, NoSQL, DevOps tools, Jira / Asana / Trello / Bitrix24 and  similar PM tools, Docker / containerd / Hyper-V / LXC / Podman, Kubernetes, Linux",TRY,37.001 - 45.000
2/1/2023 13:38:52,male,"Gym membership/discount, Supplementary health insurance, Leaandon certain days",Abroad,Remote,1.000-5.000,Backend Developer / Engineer,Senior,5-9 Years,Ruby,USD,100.001 - 130.000
2/1/2023 13:46:48,male,"Meal card, Gift vouchers on special occasions, Education funds, Employee stock options, Leaandon certain days, Life insurance, Medical leave",Abroad,Remote,51-150,Backend Developer / Engineer,Mid,1-3 Years,Ruby,EUR,30.001 - 37.000
2/1/2023 13:52:01,male,"Meal card, Supplementary health insurance",Turkey,Remote,1-50,Backend Developer / Engineer,Junior,1-3 Years,"C# / .NET Framework, SQL",TRY,15.001 - 18.000
2/1/2023 13:54:05,female,"Meal card, Supplementary health insurance",Turkey,Remote,301-600,Backend Developer / Engineer,Mid,3-5 Years,"Java and related frameworks, Cloud tools ( AWS, Azure, GCP etc), SQL, Kubernetes",TRY,37.001 - 45.000
